feature,pfi,run,county
AQI_PM25,0.05467161889780925,52,Kern
EARTHQUAKE_Total,0.03244333386349341,52,Kern
risk_mentions_rate,0.03215958521678097,52,Kern
PESTICIDE_Total,0.0028395943011992886,52,Kern
cv_mentions_rate,-0.006182424090620753,52,Kern
WIND_RunMiles,-0.030157879569651436,52,Kern
PRECIP,-0.03667732453077133,52,Kern
WIND_AvgMPH,-0.04077521807121043,52,Kern
Num_Articles,-0.22857248478348224,52,Kern
cv_mentions_rate,0.11234460368990673,53,Kern
AQI_PM25,0.09562450380886878,53,Kern
WIND_RunMiles,0.05177070156414815,53,Kern
EARTHQUAKE_Total,0.04571949922613189,53,Kern
PESTICIDE_Total,0.026184115361682025,53,Kern
WIND_AvgMPH,0.025809581088583278,53,Kern
risk_mentions_rate,0.013330533519625931,53,Kern
PRECIP,-0.005498802834251748,53,Kern
Num_Articles,-0.009351489879694308,53,Kern
AQI_PM10,-0.021350171599446854,53,Kern
AQI_PM25,0.09986049399815913,54,Kern
EARTHQUAKE_Total,0.04573231899532457,54,Kern
risk_mentions_rate,0.03975788757232793,54,Kern
Num_Articles,0.03549328059613313,54,Kern
AQI_PM10,0.032948628880263314,54,Kern
WIND_AvgMPH,0.015363729114969,54,Kern
PESTICIDE_Total,0.009740272578195625,54,Kern
PRECIP,-0.023143486177562955,54,Kern
cv_mentions_rate,-0.03834484563750129,54,Kern
WIND_RunMiles,-0.0478216950803903,54,Kern
AQI_PM25,0.13883114745977548,55,Kern
AQI_PM10,0.07063203343033408,55,Kern
PRECIP,0.06827189834972863,55,Kern
EARTHQUAKE_Total,0.0603397261806885,55,Kern
cv_mentions_rate,0.03475686339823497,55,Kern
PESTICIDE_Total,0.007121768517077354,55,Kern
risk_mentions_rate,0.00685715431052164,55,Kern
WIND_RunMiles,0.004249627549062829,55,Kern
WIND_AvgMPH,-0.05463511696891332,55,Kern
Num_Articles,-0.09011265593140699,55,Kern
AQI_PM10,0.20080939976464157,56,Kern
AQI_PM25,0.12132640658746441,56,Kern
PESTICIDE_Total,0.07788292585608958,56,Kern
risk_mentions_rate,0.04783910417429765,56,Kern
PRECIP,0.038655099066583765,56,Kern
EARTHQUAKE_Total,-0.004484433634803053,56,Kern
Num_Articles,-0.011599364495009257,56,Kern
WIND_RunMiles,-0.04658573076523581,56,Kern
WIND_AvgMPH,-0.050109736167847946,56,Kern
cv_mentions_rate,-0.06052753941631056,56,Kern
PESTICIDE_Total,0.08993926795546514,57,Kern
